100,45.00,1833
100,56.25,1833
100,67.50,1830
100,78.75,1821
100,90.00,1822
100,101.25,1819
100,112.50,1819
100,123.75,1811
100,135.00,1809
100,146.25,1806
100,157.50,1807
100,168.75,1806
100,180.00,1808
100,191.25,1806
100,202.50,1799
100,213.75,1800
100,225.00,1793
100,236.25,1796
100,247.50,1792
100,258.75,1795
100,270.00,1796
100,281.25,1799
100,292.50,1810
100,303.75,1807
100,315.00,1804
100,326.25,1795
100,337.50,1794
100,348.75,1785
100,0.00,1769
200,11.25,1792
200,22.50,1801
200,33.75,1808
200,45.00,1813
200,56.25,1814
200,67.50,1814
200,78.75,1819
200,90.00,1818
200,101.25,1817
200,112.50,1824
200,123.75,1821
200,135.00,1822
200,146.25,1820
200,157.50,1821
200,168.75,1817
200,180.00,1815
200,191.25,1819
200,202.50,1818
200,213.75,1818
200,225.00,1818
200,236.25,1834
200,247.50,1834
200,258.75,1837
200,270.00,1836
200,281.25,1835
200,292.50,1840
200,303.75,1835
200,315.00,1832
200,326.25,1836
200,337.50,1837
200,348.75,1837
200,0.00,1836
